PRISM Time Series Data
Locations: 4
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2021-01-01 - 2021-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-23
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
Flagstaff,-111.3844,34.9769,2183,2021-09-20,0.00,7.6,15.1,22.6
Flagstaff,-111.3844,34.9769,2183,2021-09-21,0.00,4.8,14.0,23.2
Flagstaff,-111.3844,34.9769,2183,2021-09-22,0.00,4.2,14.2,24.3
Flagstaff,-111.3844,34.9769,2183,2021-09-23,0.00,4.0,14.6,25.1
Flagstaff,-111.3844,34.9769,2183,2021-09-24,0.00,6.4,15.1,23.8
Flagstaff,-111.3844,34.9769,2183,2021-09-25,0.00,9.2,16.0,22.9
Flagstaff,-111.3844,34.9769,2183,2021-09-26,0.00,8.7,14.8,20.9
Flagstaff,-111.3844,34.9769,2183,2021-09-27,15.40,7.1,10.2,13.3
Flagstaff,-111.3844,34.9769,2183,2021-09-28,4.48,6.6,11.8,17.0
Flagstaff,-111.3844,34.9769,2183,2021-09-29,1.16,9.8,12.9,16.0
Flagstaff,-111.3844,34.9769,2183,2021-09-30,1.55,3.1,9.5,15.8
Flagstaff,-111.3844,34.9769,2183,2021-10-01,4.23,1.3,8.2,15.1
Flagstaff,-111.3844,34.9769,2183,2021-10-02,1.56,1.3,8.6,15.9
Flagstaff,-111.3844,34.9769,2183,2021-10-03,0.43,2.8,10.3,17.9
Flagstaff,-111.3844,34.9769,2183,2021-10-04,0.49,4.4,12.0,19.7
Flagstaff,-111.3844,34.9769,2183,2021-10-05,5.90,4.7,12.7,20.6
Flagstaff,-111.3844,34.9769,2183,2021-10-06,16.92,4.5,9.6,14.7
Flagstaff,-111.3844,34.9769,2183,2021-10-07,1.29,3.8,10.4,17.1
Flagstaff,-111.3844,34.9769,2183,2021-10-08,0.00,6.7,12.3,18.0
Flagstaff,-111.3844,34.9769,2183,2021-10-09,0.49,7.3,11.5,15.7
Flagstaff,-111.3844,34.9769,2183,2021-10-10,0.00,1.0,8.0,15.0
Flagstaff,-111.3844,34.9769,2183,2021-10-11,0.00,0.6,8.1,15.6
Flagstaff,-111.3844,34.9769,2183,2021-10-12,4.48,-1.0,6.2,13.3
Flagstaff,-111.3844,34.9769,2183,2021-10-13,4.51,-4.9,-1.2,2.5
Flagstaff,-111.3844,34.9769,2183,2021-10-14,2.00,-5.7,2.3,10.3
Flagstaff,-111.3844,34.9769,2183,2021-10-15,0.58,-3.1,4.7,12.4
Flagstaff,-111.3844,34.9769,2183,2021-10-16,0.43,-1.3,4.3,9.9
Flagstaff,-111.3844,34.9769,2183,2021-10-17,0.00,1.1,8.0,15.0
Flagstaff,-111.3844,34.9769,2183,2021-10-18,0.00,2.2,9.5,16.7
Flagstaff,-111.3844,34.9769,2183,2021-10-19,0.00,2.1,7.0,11.8
Flagstaff,-111.3844,34.9769,2183,2021-10-20,0.00,-1.8,5.6,13.0
Flagstaff,-111.3844,34.9769,2183,2021-10-21,0.30,-2.3,7.0,16.3
Flagstaff,-111.3844,34.9769,2183,2021-10-22,0.00,-1.2,8.4,18.1
Flagstaff,-111.3844,34.9769,2183,2021-10-23,0.00,1.6,10.0,18.4
Flagstaff,-111.3844,34.9769,2183,2021-10-24,0.00,3.3,8.6,13.9
Flagstaff,-111.3844,34.9769,2183,2021-10-25,0.43,2.4,8.5,14.7
Flagstaff,-111.3844,34.9769,2183,2021-10-26,6.11,5.0,10.4,15.8
Flagstaff,-111.3844,34.9769,2183,2021-10-27,2.27,-1.3,3.3,7.9
Flagstaff,-111.3844,34.9769,2183,2021-10-28,0.00,-2.4,5.5,13.5
Flagstaff,-111.3844,34.9769,2183,2021-10-29,0.00,1.8,8.3,14.7
Flagstaff,-111.3844,34.9769,2183,2021-10-30,0.00,1.7,10.5,19.3
Flagstaff,-111.3844,34.9769,2183,2021-10-31,0.00,1.9,9.6,17.3
Flagstaff,-111.3844,34.9769,2183,2021-11-01,0.00,1.7,8.7,15.6
Flagstaff,-111.3844,34.9769,2183,2021-11-02,0.00,4.0,9.5,14.9
Flagstaff,-111.3844,34.9769,2183,2021-11-03,0.00,-0.1,7.9,15.9
Flagstaff,-111.3844,34.9769,2183,2021-11-04,0.00,-1.3,7.2,15.7
Flagstaff,-111.3844,34.9769,2183,2021-11-05,0.00,-1.7,8.6,18.8
Flagstaff,-111.3844,34.9769,2183,2021-11-06,0.00,0.4,10.3,20.3
Flagstaff,-111.3844,34.9769,2183,2021-11-07,0.00,3.5,11.1,18.7
Flagstaff,-111.3844,34.9769,2183,2021-11-08,0.00,4.6,10.6,16.6
Flagstaff,-111.3844,34.9769,2183,2021-11-09,0.00,2.6,9.2,15.7
Flagstaff,-111.3844,34.9769,2183,2021-11-10,0.00,0.4,7.0,13.5
Flagstaff,-111.3844,34.9769,2183,2021-11-11,0.00,-1.4,6.8,15.1
Flagstaff,-111.3844,34.9769,2183,2021-11-12,0.00,-0.1,6.3,12.8
Flagstaff,-111.3844,34.9769,2183,2021-11-13,0.00,-1.4,6.4,14.1
Flagstaff,-111.3844,34.9769,2183,2021-11-14,0.00,-2.6,7.8,18.3
Flagstaff,-111.3844,34.9769,2183,2021-11-15,0.00,0.0,9.8,19.5
Flagstaff,-111.3844,34.9769,2183,2021-11-16,0.00,-2.4,8.6,19.5
Flagstaff,-111.3844,34.9769,2183,2021-11-17,0.00,-1.4,6.0,13.4
Flagstaff,-111.3844,34.9769,2183,2021-11-18,0.00,-4.6,4.9,14.3
Flagstaff,-111.3844,34.9769,2183,2021-11-19,0.00,-5.3,4.7,14.7
Flagstaff,-111.3844,34.9769,2183,2021-11-20,0.00,-1.6,6.4,14.4
Flagstaff,-111.3844,34.9769,2183,2021-11-21,0.00,-1.7,5.6,12.8
Flagstaff,-111.3844,34.9769,2183,2021-11-22,0.00,-5.3,1.5,8.3
Flagstaff,-111.3844,34.9769,2183,2021-11-23,0.00,-5.9,3.1,12.1
Flagstaff,-111.3844,34.9769,2183,2021-11-24,3.51,1.1,4.9,8.8
Flagstaff,-111.3844,34.9769,2183,2021-11-25,0.00,-3.8,2.5,8.9
Flagstaff,-111.3844,34.9769,2183,2021-11-26,0.00,-6.4,-1.0,4.3
Flagstaff,-111.3844,34.9769,2183,2021-11-27,0.00,-6.2,2.0,10.1
Flagstaff,-111.3844,34.9769,2183,2021-11-28,0.00,-5.8,4.1,14.1
Flagstaff,-111.3844,34.9769,2183,2021-11-29,0.00,-3.4,5.5,14.4
Flagstaff,-111.3844,34.9769,2183,2021-11-30,0.00,-3.8,5.8,15.5
Flagstaff,-111.3844,34.9769,2183,2021-12-01,0.00,-4.7,4.7,14.1
Flagstaff,-111.3844,34.9769,2183,2021-12-02,0.00,-5.2,4.6,14.3
Flagstaff,-111.3844,34.9769,2183,2021-12-03,0.00,-4.1,5.4,14.9
Flagstaff,-111.3844,34.9769,2183,2021-12-04,0.00,-3.4,5.5,14.5
Flagstaff,-111.3844,34.9769,2183,2021-12-05,0.00,-5.0,4.1,13.2
Flagstaff,-111.3844,34.9769,2183,2021-12-06,0.00,-6.0,5.0,16.0
Flagstaff,-111.3844,34.9769,2183,2021-12-07,0.34,-4.8,4.6,14.1
Flagstaff,-111.3844,34.9769,2183,2021-12-08,0.00,-0.8,3.2,7.3
Flagstaff,-111.3844,34.9769,2183,2021-12-09,0.00,-0.1,3.6,7.3
Flagstaff,-111.3844,34.9769,2183,2021-12-10,18.16,-0.9,1.3,3.5
Flagstaff,-111.3844,34.9769,2183,2021-12-11,2.25,-12.9,-5.5,1.9
Flagstaff,-111.3844,34.9769,2183,2021-12-12,4.70,-13.5,-3.4,6.7
Flagstaff,-111.3844,34.9769,2183,2021-12-13,0.00,-6.8,1.7,10.2
Flagstaff,-111.3844,34.9769,2183,2021-12-14,0.00,-0.8,3.9,8.5
Flagstaff,-111.3844,34.9769,2183,2021-12-15,8.93,-4.0,1.5,7.0
Flagstaff,-111.3844,34.9769,2183,2021-12-16,1.13,-11.0,-5.4,0.3
Flagstaff,-111.3844,34.9769,2183,2021-12-17,0.00,-9.5,-0.8,7.9
Flagstaff,-111.3844,34.9769,2183,2021-12-18,0.00,-9.2,-3.5,2.2
Flagstaff,-111.3844,34.9769,2183,2021-12-19,0.55,-11.0,-5.2,0.7
Flagstaff,-111.3844,34.9769,2183,2021-12-20,1.97,-10.4,-1.2,7.9
Flagstaff,-111.3844,34.9769,2183,2021-12-21,0.54,-7.3,1.9,11.0
Flagstaff,-111.3844,34.9769,2183,2021-12-22,0.00,-2.5,3.5,9.5
Flagstaff,-111.3844,34.9769,2183,2021-12-23,1.20,-3.1,4.6,12.2
Flagstaff,-111.3844,34.9769,2183,2021-12-24,22.61,0.2,4.2,8.2
Flagstaff,-111.3844,34.9769,2183,2021-12-25,37.10,-0.1,1.5,3.1
Flagstaff,-111.3844,34.9769,2183,2021-12-26,3.52,-0.3,1.4,3.0
Flagstaff,-111.3844,34.9769,2183,2021-12-27,3.07,-2.0,-0.2,1.6
Flagstaff,-111.3844,34.9769,2183,2021-12-28,2.19,-5.6,-2.6,0.4
Flagstaff,-111.3844,34.9769,2183,2021-12-29,9.77,-5.0,-3.6,-2.2
Flagstaff,-111.3844,34.9769,2183,2021-12-30,9.66,-4.3,-3.0,-1.7
Flagstaff,-111.3844,34.9769,2183,2021-12-31,2.20,-3.5,-1.3,0.8

Mogollon,-110.9578,34.3176,2322,2021-01-01,0.00,-6.7,-1.7,3.2
Mogollon,-110.9578,34.3176,2322,2021-01-02,0.00,-7.6,-2.1,3.4
Mogollon,-110.9578,34.3176,2322,2021-01-03,0.00,-4.1,0.2,4.6
Mogollon,-110.9578,34.3176,2322,2021-01-04,0.00,-2.4,1.9,6.2
Mogollon,-110.9578,34.3176,2322,2021-01-05,4.58,-1.3,5.4,12.1
Mogollon,-110.9578,34.3176,2322,2021-01-06,0.00,-2.4,4.3,10.9
Mogollon,-110.9578,34.3176,2322,2021-01-07,0.00,-2.9,4.6,12.1
Mogollon,-110.9578,34.3176,2322,2021-01-08,0.00,-0.1,6.1,12.4
Mogollon,-110.9578,34.3176,2322,2021-01-09,0.00,-1.2,4.7,10.7
Mogollon,-110.9578,34.3176,2322,2021-01-10,0.00,-4.8,-0.3,4.1
Mogollon,-110.9578,34.3176,2322,2021-01-11,0.00,-7.5,-0.1,7.4
Mogollon,-110.9578,34.3176,2322,2021-01-12,0.00,-6.7,0.1,6.9
Mogollon,-110.9578,34.3176,2322,2021-01-13,0.00,-7.1,0.2,7.6
Mogollon,-110.9578,34.3176,2322,2021-01-14,0.00,-1.2,5.8,12.8
Mogollon,-110.9578,34.3176,2322,2021-01-15,0.00,0.6,5.4,10.2
Mogollon,-110.9578,34.3176,2322,2021-01-16,0.00,-0.9,4.9,10.7
Mogollon,-110.9578,34.3176,2322,2021-01-17,0.00,0.6,7.2,13.8
Mogollon,-110.9578,34.3176,2322,2021-01-18,0.00,-0.3,7.3,14.9
Mogollon,-110.9578,34.3176,2322,2021-01-19,0.00,-0.8,4.7,10.2
Mogollon,-110.9578,34.3176,2322,2021-01-20,2.41,-1.8,0.7,3.1
Mogollon,-110.9578,34.3176,2322,2021-01-21,0.00,-3.1,1.9,6.9
Mogollon,-110.9578,34.3176,2322,2021-01-22,0.35,0.1,4.1,8.1
Mogollon,-110.9578,34.3176,2322,2021-01-23,10.45,0.5,2.1,3.8
Mogollon,-110.9578,34.3176,2322,2021-01-24,14.91,-1.4,-0.2,1.0
Mogollon,-110.9578,34.3176,2322,2021-01-25,34.39,-4.6,-2.7,-0.8
Mogollon,-110.9578,34.3176,2322,2021-01-26,47.71,-7.8,-5.5,-3.2
Mogollon,-110.9578,34.3176,2322,2021-01-27,40.38,-8.6,-7.5,-6.5
Mogollon,-110.9578,34.3176,2322,2021-01-28,0.00,-10.9,-3.9,3.0
Mogollon,-110.9578,34.3176,2322,2021-01-29,0.00,-5.8,-0.6,4.7
Mogollon,-110.9578,34.3176,2322,2021-01-30,10.13,-4.8,-1.0,2.8
Mogollon,-110.9578,34.3176,2322,2021-01-31,0.00,-6.1,-1.2,3.7
Mogollon,-110.9578,34.3176,2322,2021-02-01,0.00,-4.2,1.4,7.1
Mogollon,-110.9578,34.3176,2322,2021-02-02,0.00,1.0,5.7,10.4
Mogollon,-110.9578,34.3176,2322,2021-02-03,0.00,4.3,8.7,13.1
Mogollon,-110.9578,34.3176,2322,2021-02-04,0.00,2.6,5.8,9.0
Mogollon,-110.9578,34.3176,2322,2021-02-05,0.00,-3.4,2.7,8.8
Mogollon,-110.9578,34.3176,2322,2021-02-06,0.00,-3.3,2.8,9.0
Mogollon,-110.9578,34.3176,2322,2021-02-07,0.00,-3.2,4.1,11.4
Mogollon,-110.9578,34.3176,2322,2021-02-08,0.00,1.0,6.9,12.7
Mogollon,-110.9578,34.3176,2322,2021-02-09,0.00,0.4,5.6,10.8
Mogollon,-110.9578,34.3176,2322,2021-02-10,0.00,0.3,4.7,9.2
Mogollon,-110.9578,34.3176,2322,2021-02-11,0.00,-0.6,4.4,9.4
Mogollon,-110.9578,34.3176,2322,2021-02-12,0.44,-0.5,5.7,11.8
Mogollon,-110.9578,34.3176,2322,2021-02-13,0.00,-0.8,3.3,7.5
Mogollon,-110.9578,34.3176,2322,2021-02-14,3.24,-3.2,0.8,4.8
Mogollon,-110.9578,34.3176,2322,2021-02-15,0.00,-4.7,-0.9,3.0
Mogollon,-110.9578,34.3176,2322,2021-02-16,0.47,-5.6,-0.6,4.3
Mogollon,-110.9578,34.3176,2322,2021-02-17,0.48,-5.4,-0.7,4.1
Mogollon,-110.9578,34.3176,2322,2021-02-18,0.00,-8.9,-2.9,3.1
Mogollon,-110.9578,34.3176,2322,2021-02-19,0.00,-9.2,-3.2,2.9
Mogollon,-110.9578,34.3176,2322,2021-02-20,0.00,-4.6,3.8,12.3
Mogollon,-110.9578,34.3176,2322,2021-02-21,0.00,-4.4,3.2,10.8
Mogollon,-110.9578,34.3176,2322,2021-02-22,0.00,-5.9,0.1,6.2
Mogollon,-110.9578,34.3176,2322,2021-02-23,0.00,-2.3,4.7,11.7
Mogollon,-110.9578,34.3176,2322,2021-02-24,0.00,1.0,6.9,12.8
Mogollon,-110.9578,34.3176,2322,2021-02-25,0.00,0.1,5.3,10.6
Mogollon,-110.9578,34.3176,2322,2021-02-26,0.00,-2.4,2.0,6.4
Mogollon,-110.9578,34.3176,2322,2021-02-27,0.00,-2.2,5.0,12.3
Mogollon,-110.9578,34.3176,2322,2021-02-28,0.00,-6.2,0.8,7.7
Mogollon,-110.9578,34.3176,2322,2021-03-01,0.00,-9.5,-5.0,-0.5
Mogollon,-110.9578,34.3176,2322,2021-03-02,0.00,-7.6,0.8,9.2
Mogollon,-110.9578,34.3176,2322,2021-03-03,0.00,-2.1,4.9,11.9
Mogollon,-110.9578,34.3176,2322,2021-03-04,1.47,0.1,7.0,13.9
Mogollon,-110.9578,34.3176,2322,2021-03-05,7.10,-0.6,2.5,5.6
Mogollon,-110.9578,34.3176,2322,2021-03-06,0.00,0.4,6.2,12.1
Mogollon,-110.9578,34.3176,2322,2021-03-07,0.00,2.3,7.8,13.3
Mogollon,-110.9578,34.3176,2322,2021-03-08,0.00,2.9,8.6,14.2
Mogollon,-110.9578,34.3176,2322,2021-03-09,0.00,3.9,8.6,13.3
Mogollon,-110.9578,34.3176,2322,2021-03-10,0.00,-2.2,3.2,8.6
Mogollon,-110.9578,34.3176,2322,2021-03-11,0.00,-3.9,0.6,5.1
Mogollon,-110.9578,34.3176,2322,2021-03-12,0.54,-3.1,0.5,4.0
Mogollon,-110.9578,34.3176,2322,2021-03-13,11.68,-5.3,-2.8,-0.3
Mogollon,-110.9578,34.3176,2322,2021-03-14,11.39,-6.0,-4.3,-2.6
Mogollon,-110.9578,34.3176,2322,2021-03-15,0.00,-6.1,-2.2,1.6
Mogollon,-110.9578,34.3176,2322,2021-03-16,1.40,-3.2,1.3,5.7
Mogollon,-110.9578,34.3176,2322,2021-03-17,5.88,-6.7,-2.8,1.1
Mogollon,-110.9578,34.3176,2322,2021-03-18,0.00,-5.2,3.3,11.7
Mogollon,-110.9578,34.3176,2322,2021-03-19,0.00,1.3,8.3,15.2
Mogollon,-110.9578,34.3176,2322,2021-03-20,0.00,3.3,9.7,16.0
Mogollon,-110.9578,34.3176,2322,2021-03-21,0.00,2.9,7.8,12.7
Mogollon,-110.9578,34.3176,2322,2021-03-22,0.00,-2.0,4.0,10.1
Mogollon,-110.9578,34.3176,2322,2021-03-23,0.00,-5.1,1.5,8.1
Mogollon,-110.9578,34.3176,2322,2021-03-24,1.62,-2.9,-0.4,2.1
Mogollon,-110.9578,34.3176,2322,2021-03-25,0.50,-2.9,0.3,3.5
Mogollon,-110.9578,34.3176,2322,2021-03-26,0.00,-3.0,0.4,3.7
Mogollon,-110.9578,34.3176,2322,2021-03-27,10.74,-2.7,-0.6,1.5
Mogollon,-110.9578,34.3176,2322,2021-03-28,0.00,-1.8,3.3,8.4
Mogollon,-110.9578,34.3176,2322,2021-03-29,0.00,0.5,8.7,17.0
Mogollon,-110.9578,34.3176,2322,2021-03-30,0.00,3.6,9.8,16.0
Mogollon,-110.9578,34.3176,2322,2021-03-31,0.00,-0.1,7.2,14.4
Mogollon,-110.9578,34.3176,2322,2021-04-01,0.00,-1.1,5.8,12.7
Mogollon,-110.9578,34.3176,2322,2021-04-02,0.00,3.8,11.1,18.3
Mogollon,-110.9578,34.3176,2322,2021-04-03,1.91,6.6,11.8,17.1
Mogollon,-110.9578,34.3176,2322,2021-04-04,0.00,7.6,14.1,20.5
Mogollon,-110.9578,34.3176,2322,2021-04-05,0.00,9.5,15.4,21.4
Mogollon,-110.9578,34.3176,2322,2021-04-06,0.56,7.5,13.1,18.8
Mogollon,-110.9578,34.3176,2322,2021-04-07,0.00,3.3,9.8,16.3
Mogollon,-110.9578,34.3176,2322,2021-04-08,0.00,2.4,10.4,18.5
Mogollon,-110.9578,34.3176,2322,2021-04-09,0.00,5.3,11.4,17.4
Mogollon,-110.9578,34.3176,2322,2021-04-10,0.00,4.7,11.5,18.2
Mogollon,-110.9578,34.3176,2322,2021-04-11,0.00,6.1,12.0,17.9
Mogollon,-110.9578,34.3176,2322,2021-04-12,0.00,6.5,12.5,18.4
Mogollon,-110.9578,34.3176,2322,2021-04-13,0.00,6.9,12.4,18.0
Mogollon,-110.9578,34.3176,2322,2021-04-14,0.00,5.2,10.4,15.5
Mogollon,-110.9578,34.3176,2322,2021-04-15,0.00,3.7,10.2,16.6
Mogollon,-110.9578,34.3176,2322,2021-04-16,0.00,0.8,6.5,12.2
Mogollon,-110.9578,34.3176,2322,2021-04-17,0.00,0.0,6.7,13.3
Mogollon,-110.9578,34.3176,2322,2021-04-18,0.00,0.4,5.5,10.7
Mogollon,-110.9578,34.3176,2322,2021-04-19,0.00,-0.3,4.5,9.2
Mogollon,-110.9578,34.3176,2322,2021-04-20,0.00,1.2,8.6,15.9
Mogollon,-110.9578,34.3176,2322,2021-04-21,0.67,5.5,11.3,17.1
Mogollon,-110.9578,34.3176,2322,2021-04-22,0.00,3.7,9.6,15.5
Mogollon,-110.9578,34.3176,2322,2021-04-23,0.35,1.4,7.1,12.9
Mogollon,-110.9578,34.3176,2322,2021-04-24,0.00,1.7,7.8,13.8
Mogollon,-110.9578,34.3176,2322,2021-04-25,0.00,3.7,10.0,16.3
Mogollon,-110.9578,34.3176,2322,2021-04-26,0.00,5.5,11.7,17.8
Mogollon,-110.9578,34.3176,2322,2021-04-27,0.35,2.9,7.2,11.5
Mogollon,-110.9578,34.3176,2322,2021-04-28,6.36,-0.0,3.2,6.3
Mogollon,-110.9578,34.3176,2322,2021-04-29,1.41,1.5,5.0,8.6
Mogollon,-110.9578,34.3176,2322,2021-04-30,0.00,3.4,10.3,17.1
Mogollon,-110.9578,34.3176,2322,2021-05-01,0.00,8.3,15.5,22.7
Mogollon,-110.9578,34.3176,2322,2021-05-02,0.00,9.0,15.0,21.0
Mogollon,-110.9578,34.3176,2322,2021-05-03,0.00,7.1,12.4,17.7
Mogollon,-110.9578,34.3176,2322,2021-05-04,0.00,4.3,10.3,16.2
Mogollon,-110.9578,34.3176,2322,2021-05-05,0.00,6.4,13.0,19.6
Mogollon,-110.9578,34.3176,2322,2021-05-06,0.00,8.3,16.0,23.6
Mogollon,-110.9578,34.3176,2322,2021-05-07,0.00,11.5,18.2,25.0
Mogollon,-110.9578,34.3176,2322,2021-05-08,0.00,8.9,15.4,21.9
Mogollon,-110.9578,34.3176,2322,2021-05-09,0.00,6.9,13.1,19.3
Mogollon,-110.9578,34.3176,2322,2021-05-10,0.00,7.5,13.2,18.9
Mogollon,-110.9578,34.3176,2322,2021-05-11,0.00,5.8,12.5,19.2
Mogollon,-110.9578,34.3176,2322,2021-05-12,0.00,7.6,14.2,20.9
Mogollon,-110.9578,34.3176,2322,2021-05-13,0.00,8.1,15.4,22.7
Mogollon,-110.9578,34.3176,2322,2021-05-14,0.00,11.2,17.6,24.0
Mogollon,-110.9578,34.3176,2322,2021-05-15,0.00,10.1,16.8,23.6
Mogollon,-110.9578,34.3176,2322,2021-05-16,0.00,7.9,14.6,21.4
Mogollon,-110.9578,34.3176,2322,2021-05-17,0.00,5.2,11.8,18.3
Mogollon,-110.9578,34.3176,2322,2021-05-18,0.00,4.3,9.6,14.9
Mogollon,-110.9578,34.3176,2322,2021-05-19,0.00,7.0,13.1,19.3
Mogollon,-110.9578,34.3176,2322,2021-05-20,0.00,9.7,16.1,22.6
Mogollon,-110.9578,34.3176,2322,2021-05-21,1.82,7.1,13.7,20.3
Mogollon,-110.9578,34.3176,2322,2021-05-22,5.44,3.3,8.6,14.0
Mogollon,-110.9578,34.3176,2322,2021-05-23,0.00,0.0,7.2,14.4
Mogollon,-110.9578,34.3176,2322,2021-05-24,0.00,-0.6,8.1,16.8
Mogollon,-110.9578,34.3176,2322,2021-05-25,0.00,3.7,12.4,21.1
Mogollon,-110.9578,34.3176,2322,2021-05-26,0.00,8.8,15.8,22.8
Mogollon,-110.9578,34.3176,2322,2021-05-27,0.00,9.5,14.8,20.0
Mogollon,-110.9578,34.3176,2322,2021-05-28,0.00,9.5,16.6,23.6
Mogollon,-110.9578,34.3176,2322,2021-05-29,0.00,10.7,17.7,24.7
Mogollon,-110.9578,34.3176,2322,2021-05-30,0.00,10.4,17.1,23.8
Mogollon,-110.9578,34.3176,2322,2021-05-31,0.00,10.1,16.9,23.7
Mogollon,-110.9578,34.3176,2322,2021-06-01,0.00,11.8,17.4,23.1
Mogollon,-110.9578,34.3176,2322,2021-06-02,0.00,12.7,18.9,25.0
Mogollon,-110.9578,34.3176,2322,2021-06-03,0.00,13.7,19.4,25.1
Mogollon,-110.9578,34.3176,2322,2021-06-04,0.00,15.0,21.0,27.0
Mogollon,-110.9578,34.3176,2322,2021-06-05,0.00,15.1,21.2,27.3
Mogollon,-110.9578,34.3176,2322,2021-06-06,0.00,14.3,20.9,27.5
Mogollon,-110.9578,34.3176,2322,2021-06-07,0.00,11.8,18.6,25.3
Mogollon,-110.9578,34.3176,2322,2021-06-08,0.00,10.1,17.1,24.2
Mogollon,-110.9578,34.3176,2322,2021-06-09,0.00,9.4,16.7,23.9
Mogollon,-110.9578,34.3176,2322,2021-06-10,0.00,11.3,18.5,25.6
Mogollon,-110.9578,34.3176,2322,2021-06-11,0.00,11.3,18.3,25.3
Mogollon,-110.9578,34.3176,2322,2021-06-12,0.00,10.6,19.4,28.2
Mogollon,-110.9578,34.3176,2322,2021-06-13,0.00,16.6,23.5,30.5
Mogollon,-110.9578,34.3176,2322,2021-06-14,0.00,17.4,24.7,32.0
Mogollon,-110.9578,34.3176,2322,2021-06-15,0.00,18.4,25.7,33.0
Mogollon,-110.9578,34.3176,2322,2021-06-16,2.18,17.2,25.9,34.6
Mogollon,-110.9578,34.3176,2322,2021-06-17,0.00,19.2,26.1,32.9
Mogollon,-110.9578,34.3176,2322,2021-06-18,0.00,20.3,26.2,32.2
Mogollon,-110.9578,34.3176,2322,2021-06-19,0.00,19.3,26.0,32.8
Mogollon,-110.9578,34.3176,2322,2021-06-20,0.85,19.6,26.0,32.4
Mogollon,-110.9578,34.3176,2322,2021-06-21,0.00,19.5,25.8,32.1
Mogollon,-110.9578,34.3176,2322,2021-06-22,0.00,16.9,23.3,29.6
Mogollon,-110.9578,34.3176,2322,2021-06-23,0.52,13.4,21.5,29.6
Mogollon,-110.9578,34.3176,2322,2021-06-24,3.48,11.8,15.6,19.5
Mogollon,-110.9578,34.3176,2322,2021-06-25,0.00,12.1,18.3,24.5
Mogollon,-110.9578,34.3176,2322,2021-06-26,0.00,12.1,18.7,25.4
Mogollon,-110.9578,34.3176,2322,2021-06-27,0.45,12.5,19.2,26.0
Mogollon,-110.9578,34.3176,2322,2021-06-28,0.00,13.5,20.4,27.2
Mogollon,-110.9578,34.3176,2322,2021-06-29,0.00,11.7,18.8,26.0
Mogollon,-110.9578,34.3176,2322,2021-06-30,1.03,10.9,17.5,24.0
Mogollon,-110.9578,34.3176,2322,2021-07-01,18.20,11.2,17.4,23.6
Mogollon,-110.9578,34.3176,2322,2021-07-02,1.95,13.0,19.3,25.7
Mogollon,-110.9578,34.3176,2322,2021-07-03,0.00,15.0,21.0,26.9
Mogollon,-110.9578,34.3176,2322,2021-07-04,2.48,13.7,19.5,25.3
Mogollon,-110.9578,34.3176,2322,2021-07-05,11.06,14.3,20.4,26.5
Mogollon,-110.9578,34.3176,2322,2021-07-06,3.94,15.7,21.2,26.7
Mogollon,-110.9578,34.3176,2322,2021-07-07,0.00,16.3,23.0,29.7
Mogollon,-110.9578,34.3176,2322,2021-07-08,0.00,15.9,23.3,30.7
Mogollon,-110.9578,34.3176,2322,2021-07-09,1.30,16.2,23.1,29.9
Mogollon,-110.9578,34.3176,2322,2021-07-10,6.10,17.4,24.6,31.8
Mogollon,-110.9578,34.3176,2322,2021-07-11,8.14,14.9,23.8,32.7
Mogollon,-110.9578,34.3176,2322,2021-07-12,0.00,18.1,24.8,31.6
Mogollon,-110.9578,34.3176,2322,2021-07-13,8.58,13.6,21.4,29.1
Mogollon,-110.9578,34.3176,2322,2021-07-14,0.81,14.7,20.0,25.3
Mogollon,-110.9578,34.3176,2322,2021-07-15,4.48,13.7,18.3,22.8
Mogollon,-110.9578,34.3176,2322,2021-07-16,1.09,13.9,18.7,23.5
Mogollon,-110.9578,34.3176,2322,2021-07-17,4.14,14.5,19.5,24.6
Mogollon,-110.9578,34.3176,2322,2021-07-18,0.00,14.9,20.0,25.1
Mogollon,-110.9578,34.3176,2322,2021-07-19,6.70,15.4,20.2,25.1
Mogollon,-110.9578,34.3176,2322,2021-07-20,7.05,14.7,20.9,27.1
Mogollon,-110.9578,34.3176,2322,2021-07-21,4.41,14.0,20.5,27.1
Mogollon,-110.9578,34.3176,2322,2021-07-22,7.72,13.8,20.3,26.7
Mogollon,-110.9578,34.3176,2322,2021-07-23,44.56,13.7,19.7,25.7
Mogollon,-110.9578,34.3176,2322,2021-07-24,31.09,12.8,15.2,17.5
Mogollon,-110.9578,34.3176,2322,2021-07-25,12.18,12.9,16.9,20.8
Mogollon,-110.9578,34.3176,2322,2021-07-26,16.80,12.5,15.1,17.6
Mogollon,-110.9578,34.3176,2322,2021-07-27,0.00,12.2,16.9,21.5
Mogollon,-110.9578,34.3176,2322,2021-07-28,0.00,12.9,18.9,24.9
Mogollon,-110.9578,34.3176,2322,2021-07-29,0.71,14.7,20.4,26.0
